"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","FAM1213_1K","FAM1450_1K","FAM19191_1K","FAM22076_1K","FAM23285_1K","FAM8102_1K"
"group_1029","","hypothetical protein","6","6","1","1","2827","","","","797","797","797","FAM1213_1K_00835","FAM1450_1K_00818","FAM19191_1K_01690","FAM22076_1K_01112","FAM23285_1K_01654","FAM8102_1K_01777"
"group_1030","","hypothetical protein","6","6","1","1","2826","","","","608","608","608","FAM1213_1K_00836","FAM1450_1K_00819","FAM19191_1K_01691","FAM22076_1K_01895","FAM23285_1K_01653","FAM8102_1K_01776"
"group_1031","","hypothetical protein","6","6","1","1","2825","","","","551","551","551","FAM1213_1K_00837","FAM1450_1K_00820","FAM19191_1K_01692","FAM22076_1K_01896","FAM23285_1K_01652","FAM8102_1K_01775"
"group_1032","","hypothetical protein","6","6","1","1","1015","","","","548","587","580","FAM1213_1K_00841","FAM1450_1K_02065","FAM19191_1K_01395","FAM22076_1K_00766","FAM23285_1K_01320","FAM8102_1K_01442"
"group_1033","","hypothetical protein","6","6","1","1","1005","","","","524","524","524","FAM1213_1K_00847","FAM1450_1K_01423","FAM19191_1K_01403","FAM22076_1K_00757","FAM23285_1K_01328","FAM8102_1K_01450"
"group_1034","","hypothetical protein","6","6","1","1","1000","","","","572","572","572","FAM1213_1K_00851","FAM1450_1K_01419","FAM19191_1K_01407","FAM22076_1K_00753","FAM23285_1K_01332","FAM8102_1K_01454"
"group_1035","","hypothetical protein","6","6","1","1","966","","","","1010","1010","1010","FAM1213_1K_00871","FAM1450_1K_01343","FAM19191_1K_00884","FAM22076_1K_01077","FAM23285_1K_00802","FAM8102_1K_00936"
"group_1036","","hypothetical protein","6","6","1","1","965","","","","413","413","413","FAM1213_1K_00872","FAM1450_1K_01344","FAM19191_1K_00885","FAM22076_1K_01078","FAM23285_1K_00801","FAM8102_1K_00935"
"xpkA","","Xylulose-5-phosphate phosphoketolase","6","6","1","1","2054","","","","2396","2399","2398","FAM1213_1K_00881","FAM1450_1K_01281","FAM19191_1K_01479","FAM22076_1K_01299","FAM23285_1K_01545","FAM8102_1K_01609"
"hpt_1","","Hypoxanthine-guanine phosphoribosyltransferase","6","6","1","1","2037","","","","569","590","579","FAM1213_1K_00893","FAM1450_1K_00840","FAM19191_1K_01229","FAM22076_1K_00920","FAM23285_1K_01188","FAM8102_1K_01265"
"group_1046","","hypothetical protein","6","6","1","1","2032","","","","188","188","188","FAM1213_1K_00899","FAM1450_1K_00834","FAM19191_1K_01236","FAM22076_1K_00913","FAM23285_1K_01195","FAM8102_1K_01272"
"mvaS","","Hydroxymethylglutaryl-CoA synthase","6","6","1","1","2021","","","","1163","1163","1163","FAM1213_1K_00908","FAM1450_1K_00824","FAM19191_1K_01631","FAM22076_1K_00902","FAM23285_1K_01914","FAM8102_1K_01699"
"glcU_3","","putative glucose uptake protein GlcU","6","6","1","3","11","","","","812","842","837","FAM1213_1K_00913","FAM1450_1K_02154","FAM19191_1K_01794","FAM22076_1K_01641","FAM23285_1K_01785","FAM8102_1K_01912"
"group_1049","","hypothetical protein","6","6","1","3","12","","","","188","347","267","FAM1213_1K_00914","FAM1450_1K_02090","FAM19191_1K_01795","FAM22076_1K_01643","FAM23285_1K_01786","FAM8102_1K_01913"
"group_1050","","hypothetical protein","6","6","1","3","22","","","","386","410","406","FAM1213_1K_00923","FAM1450_1K_00631","FAM19191_1K_00705","FAM22076_1K_00484","FAM23285_1K_00706","FAM8102_1K_00836"
"group_1051","","hypothetical protein","6","6","1","3","23","","","","584","584","584","FAM1213_1K_00924","FAM1450_1K_00630","FAM19191_1K_00706","FAM22076_1K_00483","FAM23285_1K_00705","FAM8102_1K_00837"
"group_1052","","hypothetical protein","6","6","1","3","30","","","","371","410","397","FAM1213_1K_00925","FAM1450_1K_00629","FAM19191_1K_00707","FAM22076_1K_00482","FAM23285_1K_00704","FAM8102_1K_00838"
"truA","","tRNA pseudouridine synthase A","6","6","1","3","33","","","","788","791","790","FAM1213_1K_00928","FAM1450_1K_00626","FAM19191_1K_00710","FAM22076_1K_00470","FAM23285_1K_00701","FAM8102_1K_00841"
"ecfT","","Energy-coupling factor transporter transmembrane protein EcfT","6","6","1","3","34","","","","788","797","795","FAM1213_1K_00929","FAM1450_1K_00625","FAM19191_1K_00711","FAM22076_1K_00469","FAM23285_1K_00700","FAM8102_1K_00842"
"rpsQ","","30S ribosomal protein S17","6","6","1","3","54","","","","266","266","266","FAM1213_1K_00950","FAM1450_1K_00604","FAM19191_1K_00732","FAM22076_1K_00448","FAM23285_1K_00679","FAM8102_1K_00863"
"rpsS","","30S ribosomal protein S19","6","6","1","3","59","","","","281","281","281","FAM1213_1K_00955","FAM1450_1K_00599","FAM19191_1K_00737","FAM22076_1K_00443","FAM23285_1K_00674","FAM8102_1K_00868"
"rplW","","50S ribosomal protein L23","6","6","1","3","61","","","","305","305","305","FAM1213_1K_00957","FAM1450_1K_00597","FAM19191_1K_00739","FAM22076_1K_00441","FAM23285_1K_00672","FAM8102_1K_00870"
"group_1059","","hypothetical protein","6","6","1","1","2277","","","","740","740","740","FAM1213_1K_00966","FAM1450_1K_00482","FAM19191_1K_00997","FAM22076_1K_00027","FAM23285_1K_01006","FAM8102_1K_01122"
"group_1060","","hypothetical protein","6","6","1","1","2283","","","","683","683","683","FAM1213_1K_00972","FAM1450_1K_00476","FAM19191_1K_00991","FAM22076_1K_00021","FAM23285_1K_01000","FAM8102_1K_01116"
"group_1061","","hypothetical protein","6","6","1","1","2286","","","","638","638","638","FAM1213_1K_00975","FAM1450_1K_00473","FAM19191_1K_00988","FAM22076_1K_00018","FAM23285_1K_00997","FAM8102_1K_01113"
"cobB","","NAD-dependent protein deacetylase","6","6","1","1","2295","","","","704","704","704","FAM1213_1K_00983","FAM1450_1K_00465","FAM19191_1K_00979","FAM22076_1K_00010","FAM23285_1K_00989","FAM8102_1K_01104"
"group_1063","","hypothetical protein","6","6","1","1","2298","","","","362","473","417","FAM1213_1K_00986","FAM1450_1K_00462","FAM19191_1K_00976","FAM22076_1K_00007","FAM23285_1K_00986","FAM8102_1K_01101"
"yecS","","L-cystine transport system permease protein YecS","6","6","1","1","2300","","","","1613","1613","1613","FAM1213_1K_00988","FAM1450_1K_00460","FAM19191_1K_01783","FAM22076_1K_00005","FAM23285_1K_01729","FAM8102_1K_01878"
"artM_2","","Arginine transport ATP-binding protein ArtM","6","6","1","1","2301","","","","755","755","755","FAM1213_1K_00989","FAM1450_1K_00459","FAM19191_1K_01782","FAM22076_1K_00004","FAM23285_1K_01728","FAM8102_1K_01877"
"group_1066","","hypothetical protein","6","6","1","1","2310","","","","158","269","176","FAM1213_1K_00998","FAM1450_1K_01582","FAM19191_1K_01700","FAM22076_1K_01427","FAM23285_1K_01622","FAM8102_1K_01797"
"pyrR_1","","Bifunctional protein pyrR","6","6","1","1","2132","","","","530","530","530","FAM1213_1K_01005","FAM1450_1K_01533","FAM19191_1K_01127","FAM22076_1K_01082","FAM23285_1K_01236","FAM8102_1K_00613"
"bmr3_2","","Multidrug resistance protein 3","6","6","1","1","2131","","","","1469","1469","1469","FAM1213_1K_01006","FAM1450_1K_01534","FAM19191_1K_01126","FAM22076_1K_01083","FAM23285_1K_01235","FAM8102_1K_00612"
"mdtG_1","","Multidrug resistance protein MdtG","6","6","1","1","2130","","","","1121","1205","1191","FAM1213_1K_01007","FAM1450_1K_01535","FAM19191_1K_01125","FAM22076_1K_01084","FAM23285_1K_01234","FAM8102_1K_00611"
"group_1070","","hypothetical protein","6","6","1","1","2124","","","","461","473","471","FAM1213_1K_01014","FAM1450_1K_01542","FAM19191_1K_01119","FAM22076_1K_01091","FAM23285_1K_01228","FAM8102_1K_00605"
"glnP_2","","putative glutamine ABC transporter permease protein GlnP","6","6","1","1","2117","","","","653","653","653","FAM1213_1K_01025","FAM1450_1K_01434","FAM19191_1K_01968","FAM22076_1K_01854","FAM23285_1K_02048","FAM8102_1K_02122"
"group_1074","","hypothetical protein","6","6","1","1","2114","","","","1301","1301","1301","FAM1213_1K_01028","FAM1450_1K_01437","FAM19191_1K_01839","FAM22076_1K_01369","FAM23285_1K_01857","FAM8102_1K_02150"
"group_1075","","hypothetical protein","6","6","1","2","99","","","","203","203","203","FAM1213_1K_01029","FAM1450_1K_01982","FAM19191_1K_00348","FAM22076_1K_01818","FAM23285_1K_00450","FAM8102_1K_00480"
"yflS","","Putative malate transporter YflS","6","6","1","2","130","","","","1466","1466","1466","FAM1213_1K_01044","FAM1450_1K_01252","FAM19191_1K_00324","FAM22076_1K_01044","FAM23285_1K_00426","FAM8102_1K_00456"
"citC","","[Citrate [pro-3S]-lyase] ligase","6","6","1","2","132","","","","1052","1052","1052","FAM1213_1K_01046","FAM1450_1K_01254","FAM19191_1K_00322","FAM22076_1K_01046","FAM23285_1K_00424","FAM8102_1K_00454"
"group_1078","","hypothetical protein","6","6","1","2","136","","","","818","1604","949","FAM1213_1K_01051","FAM1450_1K_01258","FAM19191_1K_00318","FAM22076_1K_01050","FAM23285_1K_00420","FAM8102_1K_00450"
"cycA_2","","D-serine/D-alanine/glycine transporter","6","6","1","1","2584","","","","1373","1373","1373","FAM1213_1K_01076","FAM1450_1K_01161","FAM19191_1K_02127","FAM22076_1K_00854","FAM23285_1K_02181","FAM8102_1K_02214"
"group_1080","","hypothetical protein","6","6","1","1","2587","","","","293","293","293","FAM1213_1K_01079","FAM1450_1K_01164","FAM19191_1K_01666","FAM22076_1K_00857","FAM23285_1K_01607","FAM8102_1K_01719"
"group_1081","","hypothetical protein","6","6","1","1","2611","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","749","749","749","FAM1213_1K_01094","FAM1450_1K_02086","FAM19191_1K_02132","FAM22076_1K_01963","FAM23285_1K_02210","FAM8102_1K_02244"
"group_1082","","hypothetical protein","6","6","1","1","2566","","","","455","713","670","FAM1213_1K_01098","FAM1450_1K_02115","FAM19191_1K_01538","FAM22076_1K_01903","FAM23285_1K_01472","FAM8102_1K_01574"
"cdaR","","CdaA regulatory protein CdaR","6","6","1","1","457","","","","959","959","959","FAM1213_1K_01104","FAM1450_1K_00538","FAM19191_1K_00184","FAM22076_1K_00563","FAM23285_1K_00648","FAM8102_1K_00344"
"potD","","Spermidine/putrescine-binding periplasmic protein","6","6","1","1","459","","","","1073","1073","1073","FAM1213_1K_01106","FAM1450_1K_00536","FAM19191_1K_00182","FAM22076_1K_00561","FAM23285_1K_00646","FAM8102_1K_00346"
"ywpJ","","Phosphatase YwpJ","6","6","1","1","468","","","","881","881","881","FAM1213_1K_01115","FAM1450_1K_00527","FAM19191_1K_00173","FAM22076_1K_00552","FAM23285_1K_00637","FAM8102_1K_00355"
"group_1086","","hypothetical protein","6","6","1","1","1969","","","","1349","1349","1349","FAM1213_1K_01140","FAM1450_1K_01548","FAM19191_1K_01499","FAM22076_1K_01376","FAM23285_1K_01427","FAM8102_1K_01523"
"group_1087","","hypothetical protein","6","6","1","1","1970","","","","824","824","824","FAM1213_1K_01141","FAM1450_1K_01547","FAM19191_1K_01498","FAM22076_1K_01375","FAM23285_1K_01426","FAM8102_1K_01522"
"rlmH","","Ribosomal RNA large subunit methyltransferase H","6","6","1","1","2089","","","","632","632","632","FAM1213_1K_01144","FAM1450_1K_01544","FAM19191_1K_01495","FAM22076_1K_01372","FAM23285_1K_01423","FAM8102_1K_01519"
"pip","","Proline iminopeptidase","6","6","1","1","2090","","","","884","884","884","FAM1213_1K_01148","FAM1450_1K_01571","FAM19191_1K_01494","FAM22076_1K_01439","FAM23285_1K_01422","FAM8102_1K_01518"
"group_1090","","hypothetical protein","6","6","1","1","2091","","","","653","653","653","FAM1213_1K_01149","FAM1450_1K_01572","FAM19191_1K_01493","FAM22076_1K_01438","FAM23285_1K_01421","FAM8102_1K_01517"
"efp_2","","Elongation factor P","6","6","1","1","1402","","","","569","569","569","FAM1213_1K_01159","FAM1450_1K_01212","FAM19191_1K_01819","FAM22076_1K_00098","FAM23285_1K_01797","FAM8102_1K_01923"
"xseA","","Exodeoxyribonuclease 7 large subunit","6","6","1","1","1424","","","","1328","1343","1340","FAM1213_1K_01163","FAM1450_1K_00171","FAM19191_1K_01848","FAM22076_1K_00103","FAM23285_1K_01833","FAM8102_1K_01965"
"group_1094","","Farnesyl diphosphate synthase","6","6","1","1","1426","","","","869","869","869","FAM1213_1K_01165","FAM1450_1K_00173","FAM19191_1K_01846","FAM22076_1K_00105","FAM23285_1K_01831","FAM8102_1K_01963"
"tlyA","","Hemolysin A","6","6","1","1","1427","","","","812","812","812","FAM1213_1K_01166","FAM1450_1K_00174","FAM19191_1K_01845","FAM22076_1K_00106","FAM23285_1K_01830","FAM8102_1K_01962"
"group_1096","","hypothetical protein","6","6","1","1","1430","","","","263","440","292","FAM1213_1K_01168","FAM1450_1K_00177","FAM19191_1K_01842","FAM22076_1K_00109","FAM23285_1K_01827","FAM8102_1K_01959"
"gmk_1","","Guanylate kinase","6","6","1","1","1431","","","","614","614","614","FAM1213_1K_01169","FAM1450_1K_00178","FAM19191_1K_00388","FAM22076_1K_00110","FAM23285_1K_00825","FAM8102_1K_00520"
"fmt","","Methionyl-tRNA formyltransferase","6","6","1","1","1434","","","","944","944","944","FAM1213_1K_01172","FAM1450_1K_00181","FAM19191_1K_00385","FAM22076_1K_00113","FAM23285_1K_00828","FAM8102_1K_00517"
"group_1099","","Putative protein phosphatase 2C-type","6","6","1","1","1436","","","","701","806","788","FAM1213_1K_01174","FAM1450_1K_00183","FAM19191_1K_00383","FAM22076_1K_00115","FAM23285_1K_00830","FAM8102_1K_00515"
"rpe","","Ribulose-phosphate 3-epimerase","6","6","1","1","1439","","","","650","650","650","FAM1213_1K_01177","FAM1450_1K_00186","FAM19191_1K_00380","FAM22076_1K_00118","FAM23285_1K_00833","FAM8102_1K_00512"
"group_1101","","hypothetical protein","6","6","1","1","1440","","","","686","686","686","FAM1213_1K_01178","FAM1450_1K_00187","FAM19191_1K_00379","FAM22076_1K_00119","FAM23285_1K_00834","FAM8102_1K_00511"
"group_1102","","hypothetical protein","6","6","1","1","2860","","","","1148","1148","1148","FAM1213_1K_01184","FAM1450_1K_00782","FAM19191_1K_01150","FAM22076_1K_00931","FAM23285_1K_01075","FAM8102_1K_01188"
"group_1103","","Lhv_0549 N-acetylmuramidase","6","6","1","1","2857","","","","638","647","645","FAM1213_1K_01187","FAM1450_1K_00785","FAM19191_1K_01147","FAM22076_1K_00934","FAM23285_1K_01072","FAM8102_1K_01185"
"group_1104","","hypothetical protein","6","6","1","1","2853","","","","1154","1190","1172","FAM1213_1K_01192","FAM1450_1K_00790","FAM19191_1K_01142","FAM22076_1K_00939","FAM23285_1K_01067","FAM8102_1K_01180"
"group_1105","","hypothetical protein","6","6","1","1","52","","","","1100","1103","1102","FAM1213_1K_01199","FAM1450_1K_00798","FAM19191_1K_01091","FAM22076_1K_01771","FAM23285_1K_01880","FAM8102_1K_02008"
"group_1106","","hypothetical protein","6","6","1","2","55","","","","380","380","380","FAM1213_1K_01206","FAM1450_1K_01266","FAM19191_1K_00310","FAM22076_1K_01057","FAM23285_1K_00412","FAM8102_1K_00442"
"group_1108","","hypothetical protein","6","6","1","2","51","","","","1331","1346","1343","FAM1213_1K_01209","FAM1450_1K_01270","FAM19191_1K_00304","FAM22076_1K_01060","FAM23285_1K_00406","FAM8102_1K_00436"
"group_1109","","hypothetical protein","6","6","1","2","7","","","","362","449","376","FAM1213_1K_01217","FAM1450_1K_01743","FAM19191_1K_01897","FAM22076_1K_01480","FAM23285_1K_01812","FAM8102_1K_01811"
"patA_2","","Putative N-acetyl-LL-diaminopimelate aminotransferase","6","6","1","2","2","","","","845","1184","1127","FAM1213_1K_01222","FAM1450_1K_02201","FAM19191_1K_01927","FAM22076_1K_01475","FAM23285_1K_01945","FAM8102_1K_02027"
"group_1111","","Putative peptide transport permease protein","6","6","1","1","1451","","","","929","929","929","FAM1213_1K_01233","FAM1450_1K_00198","FAM19191_1K_00368","FAM22076_1K_00130","FAM23285_1K_00845","FAM8102_1K_00500"
"group_1112","","hypothetical protein","6","6","1","1","2700","","","","515","515","515","FAM1213_1K_01249","FAM1450_1K_02133","FAM19191_1K_02166","FAM22076_1K_01663","FAM23285_1K_02238","FAM8102_1K_02260"
"group_1113","","hypothetical protein","6","6","1","1","2701","","","","161","269","179","FAM1213_1K_01250","FAM1450_1K_02132","FAM19191_1K_02167","FAM22076_1K_01662","FAM23285_1K_02239","FAM8102_1K_02261"
"group_1114","","hypothetical protein","6","6","1","1","2702","","","","1493","1610","1551","FAM1213_1K_01251","FAM1450_1K_02081","FAM19191_1K_02070","FAM22076_1K_01661","FAM23285_1K_02128","FAM8102_1K_02162"
"group_1115","","hypothetical protein","6","6","1","1","2703","","","","560","560","560","FAM1213_1K_01252","FAM1450_1K_02080","FAM19191_1K_02071","FAM22076_1K_01660","FAM23285_1K_02129","FAM8102_1K_02163"
"dapB","","4-hydroxy-tetrahydrodipicolinate reductase","6","6","1","1","2707","","","","779","779","779","FAM1213_1K_01256","FAM1450_1K_01821","FAM19191_1K_01465","FAM22076_1K_01610","FAM23285_1K_01354","FAM8102_1K_01512"
"yclM","","Aspartokinase 3","6","6","1","1","2712","","","","1301","1373","1361","FAM1213_1K_01261","FAM1450_1K_00775","FAM19191_1K_01460","FAM22076_1K_01533","FAM23285_1K_01359","FAM8102_1K_01507"
"group_1121","","hypothetical protein","6","6","1","1","2182","","","","401","401","401","FAM1213_1K_01291","FAM1450_1K_01244","FAM19191_1K_00448","FAM22076_1K_01156","FAM23285_1K_00245","FAM8102_1K_00258"
"rpoE","","putative DNA-directed RNA polymerase subunit delta","6","6","1","1","2181","","","","548","557","555","FAM1213_1K_01292","FAM1450_1K_01243","FAM19191_1K_00447","FAM22076_1K_01155","FAM23285_1K_00244","FAM8102_1K_00257"
"group_1123","","hypothetical protein","6","6","1","1","2169","","","","605","773","633","FAM1213_1K_01300","FAM1450_1K_01233","FAM19191_1K_00438","FAM22076_1K_01145","FAM23285_1K_00235","FAM8102_1K_00248"
"group_1124","","hypothetical protein","6","6","1","1","2229","","","","560","560","560","FAM1213_1K_01307","FAM1450_1K_01179","FAM19191_1K_01111","FAM22076_1K_00072","FAM23285_1K_00283","FAM8102_1K_00296"
"brpA","","Biofilm regulatory protein A","6","6","1","1","2228","","","","1106","1109","1108","FAM1213_1K_01308","FAM1450_1K_01180","FAM19191_1K_01110","FAM22076_1K_00073","FAM23285_1K_00282","FAM8102_1K_00295"
"plsY_1","","Glycerol-3-phosphate acyltransferase","6","6","1","1","2227","","","","617","617","617","FAM1213_1K_01309","FAM1450_1K_01181","FAM19191_1K_01109","FAM22076_1K_00074","FAM23285_1K_00281","FAM8102_1K_00294"
"group_1127","","hypothetical protein","6","6","1","1","2223","","","","287","356","344","FAM1213_1K_01313","FAM1450_1K_01185","FAM19191_1K_01105","FAM22076_1K_01894","FAM23285_1K_00277","FAM8102_1K_00290"
"pepE_3","","Aminopeptidase E","6","6","1","1","2222","","","","1313","1313","1313","FAM1213_1K_01315","FAM1450_1K_01187","FAM19191_1K_01103","FAM22076_1K_01892","FAM23285_1K_00275","FAM8102_1K_00288"
"guaB_1","","Inosine-5'-monophosphate dehydrogenase","6","6","1","1","2219","","","","1142","1142","1142","FAM1213_1K_01317","FAM1450_1K_01191","FAM19191_1K_01101","FAM22076_1K_00661","FAM23285_1K_00273","FAM8102_1K_00286"
"pepE_2","","Aminopeptidase E","6","6","1","1","2212","","","","440","1316","878","FAM1213_1K_01318","FAM1450_1K_01510","FAM19191_1K_01100","FAM22076_1K_00656","FAM23285_1K_00272","FAM8102_1K_00285"
"group_1135","","hypothetical protein","6","6","1","1","2868","","","","341","341","341","FAM1213_1K_01346","FAM1450_1K_02076","FAM19191_1K_01972","FAM22076_1K_01859","FAM23285_1K_02003","FAM8102_1K_01276"
"group_1137","","hypothetical protein","6","6","1","1","1723","","","","518","518","518","FAM1213_1K_01360","FAM1450_1K_00059","FAM19191_1K_01038","FAM22076_1K_00349","FAM23285_1K_01113","FAM8102_1K_01164"
"plsY_2","","Glycerol-3-phosphate acyltransferase","6","6","1","1","1728","","","","617","626","623","FAM1213_1K_01365","FAM1450_1K_00056","FAM19191_1K_01041","FAM22076_1K_00346","FAM23285_1K_01116","FAM8102_1K_01167"
"group_1139","","hypothetical protein","6","6","1","5","25","","","","149","149","149","FAM1213_1K_01373","FAM1450_1K_01726","FAM19191_1K_01661","FAM22076_1K_01527","FAM23285_1K_01602","FAM8102_1K_01728"
"group_1140","","hypothetical protein","6","6","1","5","27","","","","680","680","680","FAM1213_1K_01375","FAM1450_1K_01724","FAM19191_1K_01659","FAM22076_1K_01529","FAM23285_1K_01600","FAM8102_1K_01726"
"group_1141","","hypothetical protein","6","6","1","5","29","","","","401","401","401","FAM1213_1K_01377","FAM1450_1K_01722","FAM19191_1K_01657","FAM22076_1K_01531","FAM23285_1K_01598","FAM8102_1K_01724"
"group_1142","","hypothetical protein","6","6","1","1","1653","","","","452","551","534","FAM1213_1K_01389","FAM1450_1K_00079","FAM19191_1K_02099","FAM22076_1K_01922","FAM23285_1K_02137","FAM8102_1K_02174"
